ID_Cliente,Nome_Completo,Data_Nascimento,Idade,Genero,Estado_Civil,Nacionalidade,Nivel_Educacional,Profissao,Renda_Mensal,Numero_Dependentes,Residencia_Propria,Tempo_Residencia_Anos,CEP,Score_Credito,ID_Conta,Tipo_Conta,Data_Abertura_Conta,Tempo_Relacionamento_Anos,Saldo_Atual,Limite_Cheque_Especial,Numero_Transacoes_Mes_Media,Valor_Transacao_Media,Tipo_Transacao_Mais_Comum,Frequencia_Transacoes_Online,Tem_Emprestimo_Ativo,Tipo_Emprestimo,Valor_Emprestimo,Taxa_Juros_Emprestimo,Prazo_Emprestimo_Meses,Status_Emprestimo,Canais_Utilizados,Numero_Reclamacoes_Ultimo_Ano,Satisfacao_Cliente,Saldo_Anterior_3M,Variacao_Saldo_Percentual_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Numero_Emprestimos_Anteriores,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Perfil_Investidor,Segmento_Banco,Possui_Cartao_Credito,Possui_Seguro_Vida,Possui_Previdencia,Possui_Investimentos,Percentual_Pagamento_Fatura,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Risco_Inadimplencia
58,Dr. Isaque Araújo,1993-02-25,32,Masculino,Casado,Brasileira,Superior Incompleto,Técnico,2718.5,2.0,Não,1.8,28857-778,644,58,Corrente,2021-10-13,3.370294318959617,8595.69,3166.04,28,814.62,Compra Crédito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,9629.69,-10.74,6091.97,77.01,0,0.0,,Arrojado,Varejo,Sim,Não,Não,Sim,80.78,0.5,100.0,87.1
59,Bruno Barros,2000-02-26,24,Masculino,Solteiro,Brasileira,Superior Incompleto,Professor,5092.87,0.0,Sim,6.0,89803-841,683,59,Poupança,2023-07-01,1.6563997262149213,79661.64,0.0,7,794.52,Saque,Alta,Não,,,,,,Mobile Banking,2.0,,77132.99,3.28,12625.63,28.4,0,0.0,,Moderado,Alta Renda,Sim,Não,Não,Sim,71.32,0.1,72.02,68.0
60,Sra. Ana Lívia Teixeira,1988-02-26,36,Masculino,Solteiro,Brasileira,,Estudante,8588.72,0.0,Sim,0.6,27882-451,833,60,Poupança,2011-10-01,13.404517453798768,28404.12,0.0,2,6462.68,Depósito,Média,Não,,,,,,Mobile Banking,0.0,Satisfeito,28492.93,-0.31,24750.52,37.14,1,58503.05,1.35,Moderado,Alta Renda,Sim,Não,Sim,Não,96.66,0.1,100.0,67.0
61,Carolina Cardoso,1986-02-26,38,Masculino,Divorciado,Brasileira,Superior Incompleto,Gerente,2629.97,0.0,Não,2.1,86398-649,717,61,Poupança,2011-04-11,13.878165639972622,30279.31,0.0,7,1238.7,Saque,Média,Não,,,,,,Mobile Banking,0.0,Neutro,30006.01,0.91,6049.19,8.3,2,38539.85,2.49,Moderado,Média Renda,Sim,Sim,Não,Sim,58.25,8.7,29.77,69.3
62,Olívia Novaes,1990-02-26,34,Masculino,Solteiro,Brasileira,Ensino Fundamental,Recepcionista,,1.0,Não,2.0,19057-397,734,62,Corrente,2020-07-20,4.602327173169062,7062.82,4408.24,18,339.8,Compra Débito,Baixa,Sim,Pessoal,27445.27,3.34,48.0,Em Dia,Mobile Banking,2.0,Insatisfeito,7242.31,-2.48,5020.94,42.22,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Não,78.68,0.9,74.12,66.4
63,João Moura,1964-02-26,60,Feminino,Solteiro,Brasileira,,Técnico,3796.02,0.0,Não,4.2,58206-280,685,63,Poupança,1989-11-21,35.26351813826147,59518.05,0.0,5,1463.45,Saque,Alta,Não,,,,,,Telefone,0.0,Neutro,58220.26,2.23,9626.21,19.36,10,228508.0,2.7,Arrojado,Alta Renda,Sim,Não,Sim,Não,64.88,0.9,55.2,61.8
64,Mariana Cunha,1987-02-26,37,Masculino,Solteiro,Brasileira,Ensino Médio,Empresário,27768.19,1.0,Não,1.1,91043-139,721,64,Corrente,2021-07-22,3.597535934291581,26120.94,19318.87,72,1870.31,Saque,Média,Não,,,,,,Mobile Banking,1.0,Insatisfeito,23868.95,9.43,59620.17,7.25,0,0.0,,Arrojado,Private,Sim,Não,Não,Sim,80.32,1.2,34.3,48.6
65,Gabriela Silva,1990-02-26,34,Feminino,Casado,Brasileira,Superior Completo,Técnico,12314.48,2.0,Não,0.6,78727-451,828,65,Poupança,2015-11-12,9.289527720739219,50149.98,0.0,6,5764.01,Transferência,Baixa,Não,,,,,,Internet Banking,0.0,Neutro,48178.09,4.09,36554.49,30.24,1,45886.23,1.48,Arrojado,Alta Renda,Sim,Não,Não,Sim,87.05,0.1,100.0,67.5
66,Murilo Rios,1980-02-26,44,Masculino,Casado,Brasileira,Ensino Médio,Advogado,5398.34,1.0,Não,2.9,56372-604,811,66,Corrente,2003-12-28,21.163586584531142,-983.3,5629.95,34,534.83,Compra Débito,Alta,Sim,Imobiliário,1399638.93,0.62,360.0,Em Dia,Telefone,0.0,Satisfeito,-969.33,1.44,14132.7,3.38,9,284681.77,1.14,Arrojado,Média Renda,Sim,Sim,Não,Sim,92.69,0.2,86.5,62.8
67,Maria Fernanda Macedo,1995-02-26,29,Feminino,Casado,,Ensino Médio,Analista,2794.08,,Não,,44602-716,654,67,Corrente,2022-03-23,2.9295003422313486,8422.67,2550.7,34,184.46,Saque,,Não,,,,,,Internet Banking,0.0,Neutro,7638.83,10.26,7228.21,84.96,0,0.0,,Arrojado,Varejo,Sim,Não,Não,Não,72.59,1.3,100.0,88.5
68,Milena Campos,1966-02-26,58,Outro,Casado,Brasileira,Ensino Médio,Engenheiro,7382.15,2.0,Sim,11.5,29299-794,785,68,Digital,2002-08-25,22.50513347022587,95809.23,0.0,20,826.03,Compra Débito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,98362.75,-2.6,14956.02,61.92,7,1286404.95,1.59,Arrojado,Alta Renda,Sim,Sim,Sim,Não,67.28,0.5,84.71,65.4
69,Henry Gabriel Azevedo,1998-02-26,26,Masculino,Divorciado,Portuguesa,Superior Completo,Empresário,21968.05,2.0,Sim,2.9,66571-732,873,69,Corrente,2017-05-06,7.808350444900753,46725.59,21175.73,37,2264.74,Pagamento de Boleto,Alta,Sim,Consignado,168977.83,2.41,60.0,Em Dia,Internet Banking,0.0,Satisfeito,46752.29,-0.06,72190.73,42.41,1,28232.5,0.99,Moderado,Private,Sim,Sim,Não,Não,96.94,0.3,100.0,63.6
70,Sr. Yuri da Conceição,1947-02-26,77,Outro,Solteiro,Brasileira,Ensino Médio,Gerente,3025.24,1.0,Sim,7.3,49709-360,724,70,Corrente,2003-06-04,21.730321697467488,14890.51,3301.62,26,,Compra Débito,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,16046.87,-7.21,3686.26,57.01,5,40506.88,1.54,Conservador,Varejo,Sim,Sim,Sim,Não,71.12,0.9,67.75,64.2
71,Hellena Abreu,1968-02-26,56,Feminino,Casado,Brasileira,Superior Incompleto,Aposentado,5213.48,1.0,Sim,5.3,41334-305,783,71,Corrente,1993-07-08,31.63586584531143,24159.65,5936.32,21,548.64,Pagamento de Boleto,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,20247.07,19.32,8911.73,26.07,7,159296.11,2.24,Arrojado,Média Renda,Sim,Sim,Não,Não,87.17,0.0,52.01,47.7
72,Bento da Conceição,1992-02-26,32,Masculino,Viúvo,Brasileira,Superior Completo,Estudante,9365.97,1.0,Não,0.9,60659-356,736,72,Poupança,2019-06-03,5.73305954825462,208462.42,0.0,6,2686.34,Depósito,Alta,Não,,,,,,,3.0,,207140.6,0.64,13768.77,47.98,1,51748.73,2.57,Arrojado,Alta Renda,Sim,Sim,Sim,Sim,91.9,0.9,79.76,69.0
73,Arthur Gabriel Farias,2005-02-25,20,Feminino,Solteiro,Brasileira,Superior Completo,Médico,7021.66,0.0,Não,0.3,55540-264,762,73,Corrente,2025-01-18,0.10403832991101986,25074.68,8576.87,32,722.27,Transferência,Média,Sim,Pessoal,37775.52,2.8,24.0,Em Dia,Agência Física,0.0,Insatisfeito,30900.56,-18.85,9869.56,78.6,0,0.0,,Arrojado,Média Renda,Sim,Sim,Sim,Sim,93.39,1.1,100.0,77.1
74,Théo da Costa,1965-02-25,60,Masculino,Solteiro,Brasileira,Superior Completo,Professor,,0.0,Sim,7.9,48798-360,882,74,Corrente,1996-04-05,28.892539356605067,87227.62,20488.86,46,981.56,Transferência,Baixa,Sim,Consignado,89863.43,1.5,24.0,Em Dia,Agência Física,2.0,,97119.66,-10.19,29766.59,32.01,5,464205.2,1.05,Conservador,Alta Renda,Sim,Sim,Não,Sim,72.21,1.1,98.93,64.6
75,Ryan Cunha,1972-02-26,52,Masculino,Solteiro,Brasileira,Pós-Graduação,Motorista,4580.09,0.0,Não,0.9,49559-136,649,75,Corrente,1994-07-28,30.581793292265573,6996.21,6457.49,33,,Compra Débito,Média,Sim,Pessoal,41413.34,2.15,24.0,Em Atraso,Telefone,0.0,Muito Insatisfeito,5576.55,25.46,6830.88,82.83,4,88459.23,2.81,Conservador,Média Renda,Sim,Não,Não,Não,85.61,0.3,100.0,100.0
76,Caroline Silveira,1971-02-26,53,Feminino,Casado,Portuguesa,Superior Incompleto,Recepcionista,13322.58,2.0,Sim,26.1,,678,76,Poupança,2013-03-16,11.94798083504449,207553.26,0.0,10,2596.49,Depósito,Baixa,Sim,Pessoal,105501.92,3.21,36.0,Inadimplente,Agência Física,2.0,Muito Insatisfeito,199594.47,3.99,31561.65,92.84,4,218052.44,1.94,Moderado,Alta Renda,Sim,Não,Sim,Não,95.87,0.8,100.0,100.0
77,Olívia da Cruz,1968-02-26,56,Masculino,Casado,Brasileira,Superior Incompleto,Médico,10485.3,2.0,Não,1.1,57929-353,848,77,Corrente,1994-10-27,30.33264887063655,48450.78,16125.06,67,,Compra Débito,Média,Não,,,,,,Agência Física,0.0,Insatisfeito,41331.95,17.22,43496.28,13.03,11,329719.38,1.32,Conservador,Alta Renda,Sim,Sim,Sim,Não,91.94,0.1,83.38,57.2
78,Maria Luísa Correia,1998-02-26,26,Masculino,Casado,Brasileira,Ensino Médio,Professor,4550.1,2.0,Não,,50035-282,681,78,Corrente,2018-02-05,7.055441478439425,27328.68,4903.46,32,273.26,Transferência,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,24718.02,10.56,12338.72,28.0,1,24970.22,2.28,Moderado,Média Renda,Sim,Sim,Sim,Não,83.57,2.0,75.79,75.8
79,Calebe Ribeiro,1987-02-26,37,Feminino,Casado,Brasileira,Ensino Fundamental,Estudante,5794.57,1.0,Sim,12.0,84151-584,795,79,Poupança,2011-07-03,13.650924024640657,65750.13,0.0,4,2192.85,Saque,Baixa,Não,,,,,,Agência Física,0.0,,64044.7,2.66,7670.77,9.02,3,96413.99,2.71,Conservador,Alta Renda,Sim,Sim,Não,Não,74.65,0.1,32.14,36.9
80,Maria Lima,1996-02-26,28,Outro,Casado,Brasileira,Ensino Fundamental,Engenheiro,3553.89,2.0,Não,1.7,99228-806,755,80,Digital,2017-07-21,7.600273785078714,7780.41,0.0,24,284.71,Compra Débito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,8050.7,-3.36,11896.55,20.54,2,31675.99,1.77,Moderado,Varejo,Sim,Sim,Não,Não,83.57,0.8,81.27,67.5
81,Nina Siqueira,1962-02-26,62,Feminino,Casado,Brasileira,Superior Incompleto,Autônomo,6387.39,0.0,Sim,22.6,89242-337,820,81,Corrente,2010-06-09,14.715947980835045,18570.91,8248.86,35,311.15,Compra Débito,Média,Não,,,,,,Agência Física,0.0,Satisfeito,17498.22,6.13,9563.48,17.54,6,236496.08,0.91,Moderado,Média Renda,Sim,Sim,Não,Não,67.25,0.4,40.26,39.3
82,Carlos Eduardo Araújo,1976-02-26,48,Feminino,Viúvo,Brasileira,Superior Incompleto,Vendedor,4962.23,0.0,Sim,2.6,20078-448,688,82,Corrente,2020-04-28,4.829568788501026,13793.16,4431.17,25,372.33,Transferência,Alta,Não,,,,,,Agência Física,0.0,,12706.46,8.55,6207.06,22.29,3,89449.75,2.09,Moderado,Média Renda,Sim,Não,Não,Não,77.41,2.8,42.57,60.9
83,Maitê Caldeira,1988-02-26,36,Feminino,Casado,Brasileira,Superior Completo,Contador,7632.57,2.0,Não,3.7,52790-849,798,83,Poupança,2014-03-13,10.956878850102669,43722.36,0.0,1,1000.46,Saque,Alta,Sim,Pessoal,21791.92,3.48,36.0,Em Dia,Internet Banking,0.0,Neutro,41857.21,4.46,23979.7,19.08,1,26401.49,1.86,Arrojado,Média Renda,Sim,Não,Sim,Sim,73.62,0.7,63.01,53.8
84,Gael Correia,1999-02-26,25,Masculino,Solteiro,Brasileira,Superior Completo,Vendedor,6993.68,0.0,Não,1.3,12395-948,746,84,Corrente,2021-11-30,3.238877481177276,36927.57,7135.94,32,478.01,Compra Crédito,Alta,Sim,Veículo,47167.27,1.89,60.0,Em Dia,Mobile Banking,,,34757.15,6.24,10991.06,86.3,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Não,67.69,0.6,100.0,77.2
85,Melissa Carvalho,1989-02-25,36,Feminino,Solteiro,Brasileira,Superior Completo,Engenheiro,7521.79,0.0,Sim,4.0,48237-331,839,85,Corrente,2011-01-02,14.149212867898699,28426.63,10533.25,40,937.94,Compra Crédito,Alta,Sim,Pessoal,30234.68,2.23,36.0,Em Dia,,0.0,Neutro,22103.83,28.61,17442.07,28.29,1,38050.97,1.28,Moderado,Média Renda,Sim,Sim,Não,Sim,62.86,0.1,81.03,56.9
86,Emilly da Mota,1988-02-26,36,Masculino,Casado,Portuguesa,Superior Completo,Técnico,12646.18,0.0,Sim,5.1,65819-664,908,86,Corrente,2013-06-04,11.728952772073923,22516.37,13631.0,56,1256.48,Compra Débito,Média,Sim,Imobiliário,4815962.89,0.71,180.0,Em Dia,Agência Física,0.0,Neutro,29566.61,-23.85,20951.88,45.9,1,110774.02,0.97,Moderado,Alta Renda,Sim,Sim,Não,Não,76.68,0.3,100.0,60.1
87,Isadora Barbosa,1971-02-26,53,Feminino,Casado,Brasileira,Superior Completo,Recepcionista,11923.72,,Não,0.4,18198-728,777,87,Digital,2011-05-06,13.809719370294319,25319.78,0.0,34,1950.13,Pagamento de Boleto,Alta,Sim,Pessoal,44119.65,2.08,12.0,Em Atraso,Internet Banking,0.0,Insatisfeito,27266.69,-7.14,24063.31,29.77,2,136180.59,2.46,Moderado,Alta Renda,Sim,Não,Sim,Sim,96.63,0.2,100.0,100.0
88,Beatriz Aragão,1975-02-26,49,Feminino,Casado,Argentina,Superior Incompleto,Professor,8523.66,3.0,Sim,15.7,28036-147,788,88,Corrente,2021-04-15,3.865845311430527,10090.07,10408.13,41,939.76,Transferência,Alta,Sim,Imobiliário,3857984.2,0.94,300.0,Em Dia,Internet Banking,0.0,Satisfeito,8116.31,24.32,14620.33,39.85,0,0.0,,Arrojado,Alta Renda,Sim,Sim,Sim,Não,97.31,0.6,100.0,73.0
89,Ágatha Albuquerque,1960-02-26,64,Feminino,Viúvo,Argentina,Ensino Médio,Aposentado,3752.91,0.0,Sim,,55432-319,768,89,Poupança,2003-05-10,21.79876796714579,27437.66,0.0,4,2790.93,Transferência,Média,Não,,,,,,Agência Física,0.0,Neutro,25817.33,6.28,10652.09,29.33,7,70634.81,1.85,Moderado,Média Renda,Sim,Não,Sim,Não,77.96,0.5,97.73,73.6
90,Isaac Cavalcante,1983-02-26,41,Feminino,Casado,Brasileira,Superior Completo,Gerente,6033.37,1.0,Sim,5.9,26982-203,808,90,Corrente,2008-11-24,16.254620123203285,-1683.01,8143.75,31,327.66,Saque,Alta,Sim,Pessoal,25626.43,2.49,48.0,Em Dia,Internet Banking,2.0,,-1755.54,-4.13,18737.59,13.97,2,69327.13,1.25,Moderado,Média Renda,Sim,Sim,Sim,Não,95.41,0.1,58.36,48.7
91,Raquel Mendes,1996-02-26,28,Feminino,Solteiro,Brasileira,Ensino Médio,Aposentado,3447.38,0.0,Sim,2.7,44289-177,703,91,Salário,2024-08-20,0.5174537987679672,5498.55,0.0,15,334.16,Saque,Alta,Não,,,,,,Internet Banking,2.0,Muito Insatisfeito,5853.58,-6.07,7936.92,28.15,0,0.0,,Moderado,Varejo,Sim,Sim,Sim,Não,76.72,5.9,66.99,80.9
92,Murilo Araújo,1971-02-26,53,Feminino,Viúvo,Brasileira,Superior Incompleto,Gerente,6687.12,0.0,Não,1.5,29780-224,772,92,Corrente,1996-02-08,29.048596851471594,23188.37,9573.63,27,1072.3,Depósito,Baixa,Sim,Imobiliário,2147463.32,1.08,180.0,Em Dia,Telefone,2.0,Neutro,24141.27,-3.95,22723.77,21.49,6,152466.82,1.95,Moderado,Média Renda,Sim,Não,Não,Sim,81.47,0.4,100.0,74.0
93,Mateus Abreu,1969-02-25,56,Feminino,Casado,Brasileira,Ensino Fundamental,Advogado,3730.45,0.0,Não,5.3,96201-741,734,93,Digital,1997-02-13,28.032854209445585,27847.68,0.0,23,479.11,Depósito,Alta,Não,,,,,,Internet Banking,0.0,Satisfeito,25276.28,10.17,8276.93,52.48,5,91397.69,2.37,Conservador,Média Renda,Sim,Não,Sim,Não,60.59,5.8,81.86,84.9
94,Julia Viana,1979-02-26,45,Feminino,Solteiro,Brasileira,Ensino Médio,Contador,5445.95,0.0,Sim,5.9,25411-342,724,94,Corrente,2023-02-13,2.0342231348391513,18177.36,7218.14,38,643.18,Saque,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,16606.42,9.46,15940.81,2.82,1,20428.35,2.14,Arrojado,Média Renda,Sim,Não,Sim,Sim,54.48,1.0,20.83,41.0
95,Laura Lima,1968-02-26,56,Masculino,Casado,Brasileira,Superior Incompleto,Contador,5616.47,2.0,Sim,10.6,66886-126,801,95,Corrente,1987-05-01,37.82340862422998,25445.84,5275.7,27,272.74,Compra Crédito,Baixa,Não,,,,,,Telefone,0.0,,26279.57,-3.17,10357.81,17.18,10,290964.1,1.11,Moderado,Média Renda,Sim,Não,Não,Não,84.93,0.5,43.61,43.2
96,Dra. Raquel Cassiano,1982-02-26,42,Feminino,Casado,Brasileira,Superior Completo,Estudante,10426.41,0.0,Sim,12.6,49974-145,827,96,Digital,2002-04-18,22.858316221765914,114318.9,0.0,48,1220.71,Pagamento de Boleto,Alta,Não,,,,,,Mobile Banking,0.0,,124270.62,-8.01,33307.46,3.12,4,119418.82,1.47,Arrojado,Alta Renda,Sim,Sim,Sim,Sim,83.52,0.4,27.12,32.1
97,Juan Cunha,1980-02-26,44,Masculino,Casado,Brasileira,Superior Completo,Analista,16892.28,0.0,Não,0.8,45654-913,822,97,Corrente,2018-09-30,6.406570841889117,21315.11,15794.81,59,1911.21,Saque,Média,Sim,Veículo,224222.4,1.04,36.0,Em Dia,Internet Banking,0.0,Satisfeito,20835.21,2.3,61066.35,20.87,1,34164.61,0.94,Moderado,Private,Sim,Sim,Sim,Sim,59.57,0.5,89.07,63.8
98,Vitor Hugo Araújo,1984-02-26,40,Feminino,Viúvo,Brasileira,Superior Completo,Médico,13763.6,,Sim,20.6,77085-133,851,98,Corrente,2025-01-02,0.14784394250513347,27439.02,14176.85,50,,Saque,Alta,Sim,Consignado,84600.48,2.31,36.0,Em Dia,Mobile Banking,0.0,Neutro,25140.18,9.14,53949.42,2.42,1,51179.38,0.96,Conservador,Alta Renda,Sim,Não,Sim,Sim,68.04,0.5,43.21,38.0
99,Sra. Ana Laura Aragão,2002-02-26,22,Masculino,Solteiro,Brasileira,Superior Completo,Estudante,9107.96,0.0,Não,0.6,89510-132,821,99,Corrente,2022-05-31,2.7405886379192332,14774.09,9662.87,45,807.82,Compra Crédito,Alta,Sim,Pessoal,32865.08,3.23,12.0,Em Dia,Mobile Banking,0.0,Satisfeito,17723.81,-16.64,21606.08,12.13,0,0.0,,Moderado,Alta Renda,Sim,Não,Não,Não,84.56,1.7,69.67,57.8
100,Pietra Montenegro,1996-02-26,28,Outro,Solteiro,Brasileira,Superior Completo,Recepcionista,6052.39,0.0,Não,0.3,16839-963,779,100,Corrente,2024-01-13,1.1197809719370295,6318.0,6851.95,26,388.64,Transferência,Alta,Sim,Pessoal,14139.6,2.57,24.0,Em Dia,Internet Banking,1.0,Insatisfeito,5928.07,6.58,12170.89,40.8,0,0.0,,Arrojado,Média Renda,Sim,Não,Não,Sim,91.56,0.6,100.0,73.9
101,Eduarda Araújo,2002-02-26,22,Masculino,Casado,Brasileira,Superior Completo,Estudante,5904.4,2.0,Sim,1.3,39876-352,621,101,Corrente,2022-05-16,2.7816563997262147,19615.08,8312.58,47,1018.77,Compra Crédito,Baixa,Sim,Veículo,51160.87,1.48,48.0,Em Atraso,Agência Física,0.0,Muito Insatisfeito,18656.83,5.14,9821.02,88.68,0,0.0,,Moderado,Média Renda,Não,Sim,Não,Não,,,38.35,97.1
102,Anna Liz Cirino,1975-02-26,49,Masculino,Solteiro,Brasileira,,Professor,6391.28,0.0,Não,4.7,70041-228,768,102,Poupança,1998-10-18,26.357289527720738,53022.58,0.0,8,1323.75,Saque,Baixa,Não,,,,,,Agência Física,0.0,Neutro,49641.97,6.81,13473.47,17.7,9,147431.2,2.63,Conservador,Alta Renda,Sim,Não,Não,Não,79.05,1.2,45.73,49.7
103,Bernardo Rocha,1988-02-26,36,Feminino,Casado,Brasileira,Superior Completo,Motorista,7984.41,1.0,Não,3.1,14423-164,778,103,Salário,2016-08-08,8.550308008213552,36880.45,0.0,21,1106.31,Compra Crédito,Média,Não,,,,,,,0.0,Neutro,36905.68,-0.07,22891.69,46.9,2,119995.33,2.21,Moderado,Média Renda,Sim,Sim,Sim,Sim,93.77,0.2,100.0,72.8
104,Nathan Campos,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Fundamental,Técnico,5763.29,4.0,Não,1.6,60170-963,785,104,Corrente,2014-10-19,10.354551676933607,2175.57,5924.8,29,289.02,Compra Débito,Baixa,Não,,,,,,,0.0,Satisfeito,2487.74,-12.55,17378.23,42.03,2,204837.86,2.39,Arrojado,Média Renda,Sim,Não,Não,Sim,94.89,0.2,100.0,72.1
105,Isadora Pacheco,1958-02-26,66,Masculino,Viúvo,Brasileira,Pós-Graduação,Aposentado,6773.25,0.0,Sim,37.3,13142-159,759,105,Salário,2020-01-28,5.078713210130048,8079.31,0.0,17,1359.18,Pagamento de Boleto,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,8377.53,-3.56,9128.39,35.83,4,55652.87,2.57,Moderado,Média Renda,Sim,Não,Sim,Sim,68.96,0.2,63.28,56.3
106,Ana Cecília Pinto,1991-02-26,33,Feminino,Divorciado,Brasileira,Ensino Médio,Estudante,4445.09,0.0,Não,0.8,60107-544,618,106,Corrente,2022-12-04,2.2286105407255303,4195.77,4563.01,22,815.76,Saque,Média,Não,,,,,,Internet Banking,0.0,Neutro,4348.61,-3.51,9727.97,90.6,0,0.0,,Arrojado,Média Renda,Sim,Sim,Não,Não,73.42,0.2,100.0,88.8
107,Otto Ribeiro,1985-02-25,40,Masculino,Solteiro,Italiana,Superior Completo,Autônomo,6452.8,0.0,Sim,5.1,65686-936,775,107,Salário,2017-01-12,8.120465434633813,16441.87,0.0,9,818.04,Saque,Média,Não,,,,,,Internet Banking,0.0,Neutro,16026.61,2.59,17120.44,40.34,4,58742.04,1.69,Arrojado,Média Renda,Não,Sim,Não,Não,,,18.0,31.5
108,Stephany Dias,1969-02-25,56,Feminino,Solteiro,Brasileira,Superior Completo,Técnico,19965.12,0.0,Sim,6.2,84928-506,814,108,Premium,2004-03-30,20.908966461327857,1073318.38,63992.55,55,3823.19,Transferência,Média,Não,,,,,,Agência Física,0.0,Neutro,1079521.19,-0.57,103677.59,10.4,6,1155532.76,1.25,Arrojado,Private,Sim,Sim,Não,Sim,91.49,0.0,81.92,59.6
109,Gustavo Rios,1991-02-26,33,Feminino,Divorciado,Portuguesa,Ensino Médio,Estudante,2627.3,2.0,Não,1.2,88656-644,596,109,Corrente,2024-03-10,0.9637234770704997,14664.54,2608.19,21,324.04,Pagamento de Boleto,Baixa,Não,,,,,,Agência Física,0.0,Neutro,22318.3,-34.29,4296.39,72.88,0,0.0,,Conservador,Varejo,Sim,Sim,Sim,Não,24.14,0.3,40.13,61.4
110,Sra. Isabella da Luz,1998-02-26,26,Feminino,Casado,Brasileira,Pós-Graduação,Motorista,5317.61,3.0,Não,0.2,75381-557,730,110,Corrente,2023-07-17,1.6125941136208077,25404.75,6107.32,23,403.08,Pagamento de Boleto,Alta,Sim,Pessoal,33218.04,2.22,24.0,Em Dia,Mobile Banking,0.0,Satisfeito,25876.7,-1.82,10734.92,32.4,0,0.0,,Arrojado,Média Renda,Sim,Sim,Sim,Não,81.28,0.4,94.53,75.5
111,Caroline Rios,1989-02-25,36,Masculino,Solteiro,Brasileira,Ensino Fundamental,Estudante,2196.44,2.0,Não,,64595-541,716,111,Poupança,2018-10-23,6.3436002737850785,20692.51,0.0,1,1757.2,Depósito,Média,Não,,,,,,Mobile Banking,0.0,Neutro,20826.74,-0.64,3952.26,57.39,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Sim,86.9,5.3,100.0,94.3
112,Letícia Marques,1994-02-26,30,Masculino,Solteiro,Brasileira,Ensino Médio,Aposentado,2795.18,0.0,Não,0.3,73724-300,685,112,Salário,2019-12-24,5.174537987679671,4512.72,0.0,13,273.59,Saque,Baixa,Não,,,,,,,0.0,Neutro,4485.9,0.6,4086.15,48.82,2,105678.56,2.77,Conservador,Varejo,Sim,Não,Sim,Não,72.28,0.6,59.39,63.0
113,Sr. Anthony Marques,1956-02-26,68,Feminino,Casado,Brasileira,Ensino Médio,Motorista,3591.41,0.0,Sim,4.6,89326-446,710,113,Salário,2001-07-04,23.64681724845996,5148.99,0.0,10,197.47,Pagamento de Boleto,Média,Não,,,,,,Mobile Banking,1.0,Insatisfeito,5263.9,-2.18,10060.78,38.42,12,168304.91,2.48,Conservador,Varejo,Sim,Não,Não,Não,83.93,0.5,100.0,80.5
114,Beatriz Barbosa,1966-02-26,58,Masculino,Divorciado,Brasileira,Ensino Fundamental,Contador,2515.67,1.0,Sim,16.3,22760-379,707,114,Salário,1998-01-30,27.071868583162217,8570.16,0.0,12,346.92,Pagamento de Boleto,Baixa,Não,,,,,,Agência Física,0.0,Neutro,8544.59,0.3,3533.08,12.53,5,30029.42,2.0,Moderado,Varejo,Sim,Sim,Não,Sim,71.5,2.6,32.07,53.1
115,Hadassa Montenegro,1976-02-26,48,Masculino,Solteiro,Brasileira,Ensino Fundamental,Técnico,3259.51,1.0,Não,3.4,83427-337,738,115,Poupança,2008-07-05,16.643394934976044,26811.78,0.0,5,494.1,Depósito,Alta,Não,,,,,,Mobile Banking,0.0,Satisfeito,26401.75,1.55,6978.92,18.45,0,0.0,,Moderado,Média Renda,Sim,Sim,Sim,Não,59.37,1.1,51.63,55.3
116,Davi Lucca Ferreira,1961-02-25,64,Masculino,Divorciado,Brasileira,Superior Completo,Comerciante,15177.39,0.0,Sim,12.1,63364-926,776,116,Corrente,2022-02-16,3.025325119780972,45877.57,22249.6,66,1587.81,Transferência,,Não,,,,,,Internet Banking,0.0,Insatisfeito,52256.74,-12.21,17232.39,52.55,4,186397.87,1.62,Moderado,Private,Sim,Sim,Sim,Sim,72.61,0.8,72.47,61.0
117,Joaquim Freitas,1966-02-26,58,Feminino,Solteiro,Brasileira,Superior Completo,Técnico,5525.15,,Sim,,74932-693,737,117,Corrente,2024-04-02,0.9007529089664613,26594.26,8217.13,26,,Pagamento de Boleto,Alta,Não,,,,,,Telefone,0.0,Satisfeito,21388.09,24.34,14461.83,2.72,2,58936.74,2.55,Arrojado,Média Renda,Sim,Sim,Não,Não,82.74,0.1,24.83,39.0
