Nome_Completo,Data_Nascimento,Idade,Genero,Estado_Civil,Nacionalidade,Nivel_Educacional,Profissao,Renda_Mensal,Numero_Dependentes,Residencia_Propria,Tempo_Residencia_Anos,CEP,Score_Credito,Tipo_Conta,Data_Abertura_Conta,Tempo_Relacionamento_Anos,Saldo_Atual,Limite_Cheque_Especial,Numero_Transacoes_Mes_Media,Valor_Transacao_Media,Tipo_Transacao_Mais_Comum,Frequencia_Transacoes_Online,Tem_Emprestimo_Ativo,Tipo_Emprestimo,Valor_Emprestimo,Taxa_Juros_Emprestimo,Prazo_Emprestimo_Meses,Status_Emprestimo,Canais_Utilizados,Numero_Reclamacoes_Ultimo_Ano,Satisfacao_Cliente,Saldo_Anterior_3M,Variacao_Saldo_Percentual_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Numero_Emprestimos_Anteriores,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Perfil_Investidor,Segmento_Banco,Possui_Cartao_Credito,Possui_Seguro_Vida,Possui_Previdencia,Possui_Investimentos,Percentual_Pagamento_Fatura,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Risco_Inadimplencia
Ana Clara Cavalcante,1943-02-26,81,Masculino,Viúvo,Brasileira,Ensino Fundamental,Aposentado,,0.0,Sim,,66001-561,749,Corrente,1979-07-11,45.6290212183436,11079.8,1458.23,34,100.18,Depósito,Média,Não,,,,,,Agência Física,0.0,Satisfeito,10542.98,5.09,3071.16,62.69,8,115993.18,2.54,Conservador,Varejo,Sim,Não,Sim,Não,55.41,6.1,100.0,1
Srta. Sophie Câmara,1943-02-26,81,Feminino,Casado,Brasileira,Superior Completo,Analista,,0.0,Não,18.0,63043-351,616,Salário,2020-06-18,4.689938398357289,3776.46,0.0,15,713.56,Transferência,Alta,Sim,Imobiliário,1977208.52,0.69,300.0,Em Atraso,Internet Banking,2.0,Muito Insatisfeito,3871.05,-2.44,12020.98,70.72,4,95561.71,3.69,Moderado,Média Renda,Sim,Não,Não,Não,56.02,1.0,100.0,1
Marcos Vinicius Barbosa,1943-02-26,81,Masculino,Casado,Brasileira,Pós-Graduação,Aposentado,9115.47,1.0,Sim,29.0,59889-230,808,Digital,1976-01-16,49.11156741957564,36005.4,0.0,39,1100.01,Pagamento de Boleto,Média,Não,,,,,,Telefone,0.0,Insatisfeito,32697.9,10.12,13159.39,16.42,23,2130372.67,1.34,Moderado,Alta Renda,Sim,Sim,Não,Sim,55.79,0.7,33.61,0
Kevin Vasconcelos,1943-02-26,81,Feminino,Viúvo,Brasileira,Pós-Graduação,Aposentado,5617.34,0.0,Não,1.9,96139-996,783,Corrente,1985-09-17,39.441478439425055,21757.18,6874.14,31,825.89,Depósito,Média,Sim,Veículo,44784.91,1.53,36.0,Em Dia,Mobile Banking,0.0,Neutro,27256.14,-20.18,17337.46,20.33,18,642287.46,2.77,Conservador,Média Renda,Sim,Não,Não,Não,84.59,0.6,92.88,1
Sra. Ísis Barros,1943-02-26,81,Feminino,Casado,Brasileira,Pós-Graduação,Aposentado,7381.91,1.0,Sim,50.4,74213-971,812,Salário,1989-05-10,35.79739904175222,15642.85,0.0,16,935.42,Transferência,Média,Não,,,,,,,0.0,Insatisfeito,13937.66,12.23,29949.03,2.87,11,185742.02,0.88,Moderado,Média Renda,Sim,Sim,Não,Não,82.79,1.6,32.16,0
Antônio Melo,1943-02-26,81,Masculino,Viúvo,Brasileira,,Empresário,20869.89,0.0,Sim,43.2,98726-747,817,Premium,1978-01-30,47.07186858316222,549842.92,64305.97,77,6946.45,Transferência,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,478365.4,14.94,123495.45,43.81,9,553627.99,1.23,Moderado,Private,Sim,Não,Sim,Não,54.04,0.1,100.0,1
Srta. Maria Cecília Fernandes,1943-02-26,81,Masculino,Casado,Brasileira,Pós-Graduação,Médico,,0.0,Sim,9.4,91610-901,832,Premium,1993-07-13,31.62217659137577,1147601.25,36028.49,43,,Transferência,Alta,Não,,,,,,Telefone,1.0,,1119371.94,2.52,116159.16,25.56,15,666602.61,1.09,Conservador,Private,Sim,Não,Sim,Não,69.33,0.4,100.0,0
Samuel Macedo,1943-02-26,81,Feminino,Divorciado,Brasileira,Ensino Médio,Aposentado,2392.21,0.0,Sim,25.9,54230-413,703,Salário,2007-02-17,18.023271731690624,24908.19,0.0,6,238.48,Pagamento de Boleto,Alta,Não,,,,,,Mobile Banking,0.0,Satisfeito,24601.68,1.25,5014.59,34.88,11,263305.43,2.22,Moderado,Média Renda,Não,Não,Não,Não,,,22.98,0
Cecilia Viana,1943-02-26,81,Feminino,Solteiro,Brasileira,Ensino Fundamental,Aposentado,,0.0,Não,10.0,33871-691,668,Corrente,2015-12-25,9.17180013689254,27216.43,3182.65,17,162.9,Depósito,Média,Não,,,,,,Agência Física,3.0,Muito Insatisfeito,22015.33,23.62,6567.07,65.58,5,40907.1,2.12,Moderado,Média Renda,Sim,Não,Não,Não,88.06,2.4,100.0,1
Mateus Borges,1943-02-26,81,Feminino,Solteiro,Brasileira,Ensino Fundamental,Aposentado,,0.0,Não,14.9,58482-369,700,Corrente,1987-08-18,37.52498288843258,11511.21,2491.4,19,261.66,Pagamento de Boleto,Média,Não,,,,,,Internet Banking,0.0,Neutro,10776.37,6.82,4340.09,24.57,11,136154.09,2.24,Conservador,Varejo,Sim,Não,Sim,Não,67.92,0.2,49.43,0
Théo Costela,1943-02-26,81,Feminino,Solteiro,Brasileira,Superior Incompleto,Vendedor,3452.6,0.0,Não,8.3,99459-532,712,Corrente,2018-01-27,7.080082135523614,9772.0,3061.95,24,,Compra Crédito,Média,Sim,Veículo,50183.38,1.42,72.0,Em Dia,Agência Física,0.0,Neutro,13402.12,-27.09,10924.93,54.25,12,95849.13,2.33,Conservador,Varejo,Sim,Sim,Não,Não,89.76,0.4,100.0,1
Isadora Nogueira,1943-02-26,81,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,5464.45,0.0,Sim,9.9,73199-186,739,Digital,2018-06-28,6.663928815879535,23315.99,0.0,20,833.29,Transferência,Média,Não,,,,,,Internet Banking,0.0,Insatisfeito,23573.68,-1.09,14925.54,14.52,2,99194.42,2.78,Moderado,Média Renda,Sim,Não,Não,Não,76.4,0.0,54.36,0
Vinicius Rodrigues,1943-02-26,81,Masculino,Casado,Brasileira,Pós-Graduação,Aposentado,7502.24,,Não,14.3,42227-554,789,Corrente,1967-10-09,57.38261464750171,23894.53,10496.05,30,879.1,Transferência,Média,Não,,,,,,Agência Física,0.0,Insatisfeito,22201.48,7.63,14984.88,63.87,16,547927.34,2.14,Moderado,Média Renda,Sim,Não,Não,Não,60.22,0.2,100.0,1
Dr. Anthony Moraes,1943-02-26,81,Masculino,Casado,Brasileira,Ensino Fundamental,Gerente,,0.0,Sim,33.9,46755-374,720,Salário,1993-04-15,31.86584531143053,10284.97,0.0,6,231.42,Saque,Média,Não,,,,,,Internet Banking,2.0,Muito Insatisfeito,10562.82,-2.63,3340.18,26.78,11,361161.99,2.46,Conservador,Varejo,Sim,Não,Não,Não,83.5,1.4,39.58,0
Davi da Mota,1943-02-26,81,Feminino,Casado,Brasileira,,Aposentado,2161.89,0.0,Sim,22.6,82630-187,749,Corrente,1981-08-03,43.564681724846,34762.16,2997.42,23,409.77,Compra Crédito,Média,Sim,Pessoal,10643.17,2.81,12.0,Em Dia,Telefone,0.0,Neutro,34446.74,0.92,6287.55,28.87,12,133057.49,1.98,Moderado,Média Renda,Sim,Não,Não,Não,78.36,1.6,100.0,1
Maria Flor Melo,1943-02-26,81,Feminino,Divorciado,,,Aposentado,5031.97,0.0,Sim,6.5,14458-854,848,Corrente,1972-02-23,53.007529089664615,25782.14,4486.75,14,464.23,Pagamento de Boleto,Média,Sim,Consignado,15752.35,2.1,48.0,Em Dia,Telefone,0.0,Neutro,26920.83,-4.23,10726.56,22.4,11,572155.2,1.35,Conservador,Média Renda,Sim,Não,Não,Não,79.85,0.4,76.71,0
Amanda Ferreira,1943-02-26,81,Outro,Solteiro,Brasileira,Superior Completo,Aposentado,4517.52,,Não,,99319-421,670,Corrente,2002-12-14,22.20123203285421,16476.94,6354.37,25,288.75,Saque,Média,Não,,,,,,Internet Banking,0.0,Satisfeito,16205.02,1.68,5681.95,43.49,11,514611.51,1.89,Conservador,Média Renda,Sim,Sim,Não,Não,78.92,4.0,56.93,1
Sr. Paulo Costela,1943-02-26,81,Feminino,Solteiro,Brasileira,Superior Completo,Aposentado,4143.87,,Não,3.1,31914-605,681,Poupança,2023-05-21,1.7686516084873374,69012.63,0.0,4,1626.71,Depósito,Média,Não,,,,,,Agência Física,0.0,Satisfeito,66389.78,3.95,6089.6,19.3,4,134130.59,1.93,Moderado,Alta Renda,Sim,Sim,Sim,Sim,81.85,1.4,41.67,0
Ana Clara Ferreira,1943-02-26,81,Masculino,Divorciado,,Pós-Graduação,Motorista,,1.0,Sim,63.0,69432-924,826,Salário,1973-12-25,51.17043121149897,290024.23,0.0,25,5475.12,Compra Crédito,Média,Não,,,,,,Telefone,2.0,,273248.22,6.14,64069.84,7.59,13,7054657.28,1.07,Moderado,Private,Sim,Não,Sim,Sim,71.33,0.1,28.34,0
Theo Pastor,1943-02-26,81,Feminino,Divorciado,Brasileira,Ensino Fundamental,Aposentado,,0.0,Não,4.3,57778-702,752,Corrente,1998-07-01,26.65571526351814,-3363.9,6287.37,16,376.46,Compra Débito,Alta,Sim,Pessoal,8968.43,2.65,36.0,Em Dia,Agência Física,0.0,Satisfeito,-3594.99,-6.43,5361.41,44.79,15,1043126.86,2.22,Moderado,Média Renda,Sim,Não,Não,Não,83.43,0.5,79.8,0
Yuri Casa Grande,1943-02-26,81,Masculino,Casado,Brasileira,Superior Completo,Advogado,7534.54,0.0,Sim,55.3,66421-239,776,Poupança,1971-05-22,53.76591375770021,96539.24,0.0,7,2601.09,Transferência,Baixa,Não,,,,,,Agência Física,0.0,Neutro,91658.45,5.32,21489.86,31.23,13,1238182.97,1.95,Moderado,Alta Renda,Sim,Não,Sim,Sim,66.77,0.4,72.4,0
Olívia Moura,1943-02-26,81,Feminino,Divorciado,,Pós-Graduação,Aposentado,5996.96,1.0,Sim,10.5,12034-941,787,Digital,1982-07-28,42.58179329226557,57908.06,0.0,37,1770.31,Saque,Alta,Não,,,,,,Telefone,0.0,Satisfeito,59467.49,-2.62,10290.52,45.01,9,309208.83,1.57,Moderado,Alta Renda,Sim,Não,Não,Não,34.56,1.1,51.46,0
Josué Duarte,1943-02-26,81,Masculino,Viúvo,Brasileira,Superior Completo,Aposentado,2492.53,0.0,Sim,13.3,30256-794,751,Corrente,1969-03-13,55.95619438740589,35008.98,2320.8,24,292.46,Compra Crédito,Alta,Sim,Consignado,12076.83,1.66,36.0,Em Dia,Internet Banking,0.0,Satisfeito,45663.51,-23.33,7463.09,47.27,19,466095.6,2.43,Moderado,Média Renda,Sim,Não,Sim,Não,94.38,0.0,100.0,1
Dr. Luiz Henrique Rios,1943-02-26,81,Masculino,Casado,,Superior Completo,Aposentado,4967.75,1.0,Sim,20.9,28462-926,662,Salário,2024-07-03,0.648870636550308,9327.2,0.0,20,,Transferência,Média,Não,,,,,,Telefone,0.0,Neutro,9980.5,-6.55,12468.4,20.42,4,124161.49,2.52,Conservador,Média Renda,Sim,Sim,Não,Não,83.29,1.0,71.56,1
Bruna Rodrigues,1943-02-26,81,Masculino,Solteiro,Brasileira,Ensino Médio,Aposentado,2666.36,0.0,Não,9.7,22804-487,723,Corrente,2020-03-14,4.952772073921971,9748.87,2267.46,19,272.74,Pagamento de Boleto,Média,Sim,Veículo,33602.95,1.77,36.0,Em Dia,Internet Banking,1.0,Satisfeito,10002.08,-2.53,5140.05,22.48,4,184881.22,1.66,Moderado,Varejo,Sim,Não,Não,Não,85.39,1.4,79.4,1
Laura Pastor,1943-02-26,81,Masculino,Casado,Brasileira,Superior Incompleto,Aposentado,3212.79,0.0,Não,19.8,82246-714,665,Corrente,1970-11-07,54.3025325119781,25856.8,3957.81,23,71.48,Compra Crédito,Média,Sim,Veículo,38028.65,1.51,72.0,Em Atraso,Agência Física,0.0,Insatisfeito,23711.96,9.05,8603.29,48.62,13,684294.1,1.94,Conservador,Média Renda,Sim,Sim,Não,Não,79.41,0.3,100.0,1
Matteo Mendes,1943-02-26,81,Masculino,Viúvo,Brasileira,Pós-Graduação,Aposentado,6688.76,2.0,Sim,49.0,25916-584,714,Corrente,1967-10-05,57.39356605065024,171355.31,7398.29,20,908.04,Pagamento de Boleto,Média,Sim,Veículo,43617.14,1.12,48.0,Em Atraso,Mobile Banking,0.0,Muito Insatisfeito,151572.93,13.05,8382.33,37.78,14,562913.85,1.9,Moderado,Alta Renda,Sim,Sim,Não,Sim,83.28,1.1,62.33,1
Sr. Thomas Freitas,1943-02-26,81,Feminino,Divorciado,,Superior Incompleto,Aposentado,2284.72,0.0,Não,5.6,91814-902,782,Corrente,1999-05-15,25.78507871321013,3790.41,3510.18,19,225.2,Compra Débito,Média,Sim,Veículo,19431.81,1.56,72.0,Em Dia,Internet Banking,0.0,Satisfeito,3938.48,-3.76,2566.61,56.31,17,138476.42,2.46,Conservador,Varejo,Sim,Sim,Não,Não,96.05,1.2,74.3,0
Maya Pimenta,1943-02-26,81,Feminino,Casado,Brasileira,Ensino Fundamental,Aposentado,2342.11,0.0,Sim,33.5,60614-709,780,Poupança,1975-09-20,49.43463381245722,49638.33,0.0,6,255.83,Transferência,Média,Sim,Pessoal,6387.38,3.63,48.0,Em Dia,,0.0,Satisfeito,47747.94,3.96,6620.29,23.59,6,319658.12,2.73,Moderado,Média Renda,Sim,Não,Não,Não,53.3,0.3,55.34,0
Aurora Moraes,1943-02-26,81,Masculino,Divorciado,,,Estudante,3520.35,0.0,Não,3.3,59021-126,729,Salário,1987-06-07,37.72210814510609,14764.1,0.0,12,357.55,Saque,Média,Sim,Pessoal,23703.6,2.3,48.0,Em Dia,Mobile Banking,0.0,Satisfeito,14784.35,-0.14,8471.78,32.45,9,106362.74,1.73,Moderado,Varejo,Sim,Sim,Não,Não,56.66,3.9,75.89,1
Maria Julia Rezende,1943-02-26,81,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,4347.62,0.0,Sim,46.5,34155-542,777,Corrente,1975-04-29,49.828884325804246,18815.89,6192.46,19,1020.22,Pagamento de Boleto,Alta,Sim,Pessoal,40444.29,3.76,48.0,Em Dia,Agência Física,0.0,Neutro,20595.58,-8.64,11695.51,64.36,14,830744.82,2.19,Conservador,Média Renda,Sim,Não,Sim,Não,88.19,0.2,100.0,1
Mariah Mendes,1943-02-26,81,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,2256.58,0.0,Não,7.9,56944-670,722,Poupança,1974-04-02,50.90212183436002,88591.29,0.0,3,1070.31,Saque,Média,Não,,,,,,Mobile Banking,2.0,,88289.36,0.34,3937.16,33.29,16,126109.07,1.57,Moderado,Alta Renda,Sim,Não,Sim,Não,79.23,0.6,76.82,0
Arthur Miguel Cunha,1943-02-26,81,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,4491.26,0.0,Não,8.9,98431-632,775,Corrente,1970-09-17,54.44216290212184,48287.5,3813.66,17,499.4,Pagamento de Boleto,Média,Sim,Veículo,62586.54,1.09,48.0,Em Dia,Internet Banking,0.0,Satisfeito,46084.75,4.78,5713.76,29.05,16,717914.18,1.7,Moderado,Média Renda,Sim,Não,Não,Não,81.96,0.2,84.33,0
Dr. Theo Macedo,1943-02-26,81,Masculino,Viúvo,Brasileira,Superior Incompleto,Técnico,4298.43,0.0,Não,8.8,31634-160,735,Corrente,2013-02-26,11.997262149212869,1654.84,5497.42,37,333.31,Compra Crédito,Média,Sim,Pessoal,18638.09,2.55,48.0,Em Dia,Internet Banking,0.0,Satisfeito,1352.34,22.37,11345.26,10.38,7,353266.86,2.37,Conservador,Média Renda,Sim,Não,Não,Não,93.89,0.5,53.61,0
Bento Albuquerque,1943-02-26,81,Feminino,Solteiro,Brasileira,Pós-Graduação,Empresário,15167.36,,Sim,4.4,11237-827,855,Corrente,2006-07-25,18.590006844626966,-6660.01,16984.54,64,1921.26,Compra Débito,Média,Não,,,,,,Agência Física,0.0,Neutro,-6432.02,3.54,33445.42,22.55,13,542530.51,1.26,Moderado,Private,Sim,Não,Não,Não,62.52,1.9,57.73,0
Léo Novais,1943-02-26,81,Feminino,Divorciado,Brasileira,Ensino Fundamental,Aposentado,2157.37,0.0,Não,5.5,95870-626,730,Corrente,2009-03-23,15.928815879534566,11416.32,2210.47,31,403.96,Saque,Baixa,Sim,Pessoal,8385.77,2.99,36.0,Em Dia,Agência Física,0.0,Satisfeito,16835.52,-32.19,3790.12,58.85,5,64520.35,1.72,Conservador,Varejo,Não,Não,Não,Não,,,34.23,0
Cauã Mendonça,1943-02-26,81,Feminino,Viúvo,,Ensino Médio,Aposentado,1570.37,0.0,Não,23.0,64846-969,701,Salário,1988-02-14,37.0321697467488,14545.81,0.0,3,567.33,Compra Débito,,Não,,,,,,Agência Física,,Neutro,15721.75,-7.48,3214.36,73.46,12,91162.4,2.68,Conservador,Varejo,Sim,Sim,Não,Não,75.08,3.3,100.0,1
Elisa Duarte,1943-02-26,81,Feminino,Divorciado,Brasileira,Pós-Graduação,Aposentado,9274.71,0.0,Sim,22.1,79425-974,890,Premium,1988-11-17,36.27378507871321,172479.85,27507.96,74,786.79,Compra Crédito,Alta,Sim,Pessoal,36040.21,2.93,48.0,Em Dia,Internet Banking,0.0,Neutro,169899.97,1.52,81993.59,21.55,13,1219771.26,1.07,Conservador,Private,Sim,Sim,Sim,Não,93.32,0.4,100.0,0
Dr. Emanuel Andrade,1943-02-26,81,Masculino,Casado,Brasileira,Superior Completo,Aposentado,,0.0,Sim,63.0,70031-787,794,Salário,1995-08-06,29.557837097878167,3871.32,0.0,14,,Depósito,Baixa,Não,,,,,,Agência Física,1.0,Insatisfeito,3797.03,1.96,13785.2,51.0,11,270357.81,2.49,Moderado,Média Renda,Não,Sim,Sim,Não,,,18.72,0
Bruno Ribeiro,1943-02-26,81,Feminino,Casado,Brasileira,Ensino Fundamental,Aposentado,,,Não,10.6,83725-668,757,Corrente,1976-12-04,48.22724161533196,11882.12,2161.62,33,71.85,Compra Crédito,Média,Sim,Pessoal,9491.52,2.16,24.0,Em Dia,,0.0,Satisfeito,8826.21,34.62,2025.71,34.92,21,54037.91,2.1,Moderado,Varejo,Não,Não,Não,Não,,,52.88,0
Gabriel Castro,1943-02-26,81,Feminino,Casado,Brasileira,Ensino Médio,Aposentado,1880.65,2.0,Não,16.1,23100-711,634,Poupança,2022-12-21,2.1820670773442847,11357.4,0.0,3,214.27,Depósito,Alta,Não,,,,,,Agência Física,0.0,Neutro,11112.41,2.2,4603.88,88.26,7,58995.35,4.02,Conservador,Varejo,Sim,Sim,Não,Não,54.99,3.7,100.0,1
Raul Fernandes,1943-02-26,81,Masculino,Viúvo,Brasileira,,Professor,,0.0,Sim,26.7,99975-203,789,Corrente,2002-11-15,22.28062970568104,7295.16,6866.69,27,834.09,Pagamento de Boleto,Média,Sim,Pessoal,13382.43,3.71,12.0,Em Dia,Agência Física,0.0,Satisfeito,7279.22,0.22,9106.09,24.42,10,179697.0,1.78,Conservador,Média Renda,Sim,Não,Não,Não,75.74,0.9,70.95,0
Sr. Davi Luiz Ferreira,1943-02-26,81,Feminino,Casado,,Pós-Graduação,Aposentado,9537.49,0.0,Sim,38.1,56555-451,770,Corrente,1977-01-13,48.11772758384668,367149.33,13639.95,39,1110.3,Transferência,Média,Não,,,,,,Mobile Banking,3.0,Muito Insatisfeito,456179.66,-19.52,18453.74,9.4,16,1422165.59,2.47,Moderado,Alta Renda,Sim,Não,Sim,Não,92.2,2.7,41.46,0
Dra. Maria Helena Sá,1943-02-26,81,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,,0.0,Sim,18.5,,722,Corrente,1996-09-19,28.435318275154003,23720.21,3548.35,10,669.6,Transferência,Média,Não,,,,,,Internet Banking,0.0,Neutro,19246.56,23.24,3426.03,27.56,8,74137.18,1.76,Moderado,Média Renda,Sim,Não,Sim,Não,84.63,4.1,51.01,0
Carolina da Conceição,1943-02-26,81,Masculino,Viúvo,,Pós-Graduação,Aposentado,3423.33,0.0,Sim,7.2,93893-742,736,Poupança,1982-06-02,42.73511293634497,29228.87,0.0,3,,Transferência,Baixa,Não,,,,,,Agência Física,0.0,Satisfeito,29505.25,-0.94,10585.33,70.4,9,292452.87,2.73,Conservador,Média Renda,Não,Não,Não,Não,,,22.42,0
Heloísa Vargas,1943-02-26,81,Feminino,Casado,Argentina,Superior Completo,Aposentado,4096.52,0.0,Não,3.8,84555-808,617,Digital,1976-08-07,48.55304585900068,9902.06,0.0,18,457.26,Depósito,Alta,Não,,,,,,Telefone,6.0,,9537.86,3.82,9568.79,27.06,13,392617.71,3.67,Conservador,Média Renda,Sim,Não,Não,Não,38.21,0.4,39.78,0
Ravy Moraes,1943-02-26,81,Feminino,Divorciado,Brasileira,Superior Incompleto,Aposentado,3663.51,0.0,Não,17.1,45346-990,697,Digital,1973-01-10,52.12594113620808,22957.83,0.0,19,366.38,Depósito,Média,Não,,,,,,Internet Banking,0.0,Neutro,22957.15,0.0,7145.84,25.46,19,808066.98,2.77,Conservador,Média Renda,Sim,Não,Não,Não,85.79,5.4,53.54,1
Camila Dias,1943-02-26,81,Masculino,Casado,Brasileira,Superior Completo,Médico,6110.33,0.0,Sim,49.7,95965-927,776,Corrente,1965-05-10,59.79739904175222,-5238.29,6261.18,36,1170.57,Saque,,Não,,,,,,Internet Banking,0.0,Neutro,-4813.71,8.82,17199.97,24.36,11,199706.87,1.81,Conservador,Média Renda,Sim,Não,Não,Não,90.05,0.3,74.7,0
Marina Nogueira,1943-02-26,81,Masculino,Casado,Argentina,,Aposentado,,1.0,Sim,6.6,15888-529,715,Salário,2000-12-07,24.21902806297057,6724.46,0.0,11,331.72,Depósito,Alta,Sim,Pessoal,11718.46,2.08,24.0,Em Dia,Agência Física,0.0,Neutro,6567.77,2.39,3524.41,28.89,7,121471.27,2.33,Moderado,Varejo,Não,Sim,Não,Não,,,48.48,0
Mariane Aragão,1943-02-26,81,Masculino,Divorciado,Brasileira,Ensino Médio,Aposentado,2428.79,2.0,Não,1.5,62737-900,699,Poupança,1976-08-10,48.544832306639286,121696.04,0.0,3,356.86,Saque,Baixa,Não,,,,,,Agência Física,0.0,Neutro,115950.92,4.95,5923.41,45.13,11,71957.99,1.93,Moderado,Alta Renda,Sim,Sim,Não,Não,77.39,0.2,92.05,1
Bento Cunha,1943-02-26,81,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,2398.9,0.0,Não,1.9,62878-128,705,Corrente,1999-12-28,25.163586584531146,18375.75,3057.79,20,189.12,Transferência,Alta,Não,,,,,,Agência Física,3.0,Muito Insatisfeito,19938.87,-7.84,4137.35,34.3,8,106220.18,2.37,Conservador,Varejo,Sim,Não,Não,Não,57.18,1.3,61.02,0
Lorena Ramos,1943-02-26,81,Feminino,Divorciado,Brasileira,Ensino Fundamental,Professor,836.66,0.0,Sim,30.1,41547-978,764,Digital,1999-12-01,25.23750855578371,3047.56,0.0,20,83.92,Compra Crédito,Alta,Sim,Veículo,12537.24,1.79,72.0,Em Dia,Agência Física,0.0,Neutro,2886.08,5.59,953.09,79.43,8,35587.28,2.15,Conservador,Varejo,Não,Não,Não,Não,,,42.4,0
Sra. Zoe Mendonça,1943-02-26,81,Masculino,Casado,Brasileira,Superior Completo,Aposentado,4971.98,2.0,Não,14.1,79535-429,763,Salário,1995-04-26,29.83709787816564,21430.71,0.0,11,400.77,Saque,Média,Sim,Pessoal,48510.84,3.18,24.0,Em Dia,Internet Banking,0.0,Neutro,23509.53,-8.84,12549.14,7.6,12,297018.53,2.48,Moderado,Média Renda,Não,Não,Não,Não,,,69.43,0
Vitor Hugo Ribeiro,1943-02-26,81,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,1161.47,0.0,Sim,11.4,29041-604,765,Corrente,2016-12-24,8.172484599589323,3820.97,1345.73,12,161.39,Compra Crédito,Baixa,Sim,Pessoal,11590.53,3.57,48.0,Em Dia,Mobile Banking,0.0,Satisfeito,3290.17,16.13,3332.9,25.99,6,63773.87,2.37,Conservador,Varejo,Não,Não,Sim,Não,,,47.29,0
Theodoro Vargas,1943-02-26,81,Masculino,Viúvo,Brasileira,Superior Incompleto,Aposentado,4124.35,0.0,Sim,16.1,85520-128,786,Corrente,1988-04-25,36.837782340862425,-772.17,4698.86,21,486.71,Compra Crédito,Média,Sim,Veículo,45045.55,1.75,36.0,Em Dia,,0.0,Satisfeito,-704.22,9.65,9758.82,29.36,8,75777.76,2.34,Conservador,Média Renda,Sim,Não,Não,Não,96.78,0.0,100.0,1
Aurora Duarte,1943-02-26,81,Masculino,Solteiro,Brasileira,Ensino Médio,Aposentado,1811.58,1.0,Sim,49.9,75919-583,750,Salário,2016-01-30,9.073237508555785,8062.08,0.0,7,168.46,Pagamento de Boleto,Alta,Não,,,,,,,0.0,Satisfeito,7695.3,4.77,3321.45,40.81,7,55713.6,2.13,Moderado,Varejo,Não,Não,Não,Não,,,23.5,0
Benjamin Ramos,1943-02-26,81,Feminino,Casado,Brasileira,Ensino Médio,Aposentado,2576.52,0.0,Sim,1.7,99418-540,751,Salário,2001-03-25,23.923340177960306,13992.73,0.0,15,,Saque,Média,Não,,,,,,Agência Física,0.0,Neutro,14823.56,-5.6,5335.05,44.77,10,172474.44,1.5,Moderado,Varejo,Não,Sim,Não,Não,,,22.16,0
Isabel Nogueira,1943-02-26,81,Feminino,Casado,Brasileira,,Aposentado,2740.13,0.0,Não,9.8,35347-959,733,Salário,1971-01-31,54.06981519507187,12957.58,0.0,9,143.85,Pagamento de Boleto,Média,Não,,,,,,Mobile Banking,0.0,Insatisfeito,12917.74,0.31,5394.49,20.45,15,716386.63,1.95,Conservador,Varejo,Sim,Sim,Não,Sim,73.96,2.3,44.96,0
Rebeca Mendes,1943-02-26,81,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,2474.26,0.0,Não,6.5,91346-334,704,Corrente,1989-07-30,35.57563312799452,8991.07,3213.81,22,163.21,Depósito,Média,Não,,,,,,Mobile Banking,0.0,Neutro,7702.78,16.73,3975.98,32.55,15,255413.25,2.46,Moderado,Varejo,Sim,Não,Não,Não,56.48,1.4,41.15,0
Fernando Novaes,1943-02-26,81,Masculino,Divorciado,Brasileira,Pós-Graduação,Aposentado,6709.86,0.0,Sim,5.2,36701-323,741,Digital,2016-03-07,8.971937029431896,13586.98,0.0,18,,Transferência,,Não,,,,,,,0.0,Neutro,14507.48,-6.35,12450.02,31.91,7,199732.28,1.76,Moderado,Média Renda,Sim,Sim,Sim,Não,69.82,2.4,60.8,0
Arthur Costela,1943-02-26,81,Masculino,Divorciado,Brasileira,Superior Completo,Aposentado,4355.07,0.0,Sim,14.8,17226-601,775,Corrente,2014-04-24,10.841889117043122,11676.45,6758.8,33,,Depósito,Alta,Sim,Pessoal,34524.45,3.63,36.0,Em Dia,Internet Banking,0.0,Insatisfeito,11752.87,-0.65,10940.69,46.87,7,247050.0,2.2,Moderado,Média Renda,Sim,Não,Não,Não,93.94,0.8,100.0,1
Benicio Montenegro,1943-02-26,81,Masculino,Casado,Brasileira,Superior Completo,Aposentado,3169.6,0.0,Sim,6.2,82179-435,737,Poupança,1966-08-05,58.55989048596852,210315.35,0.0,1,1617.59,Depósito,Alta,Não,,,,,,,0.0,Neutro,204243.41,2.97,7472.58,18.93,12,243312.67,2.62,Moderado,Alta Renda,Sim,Não,Sim,Sim,60.04,0.9,49.5,0
